"Date","Price","Open","High","Low","Vol.","Change %"
"07/09/2023","34,500.73","34,351.18","34,560.86","34,351.18","391.19M","0.17%"
"08/09/2023","34,576.59","34,487.41","34,627.85","34,473.57","295.98M","0.22%"
"11/09/2023","34,663.72","34,650.01","34,784.52","34,578.59","295.46M","0.25%"
"12/09/2023","34,645.99","34,620.02","34,852.61","34,560.55","318.67M","-0.05%"
"13/09/2023","34,575.53","34,667.28","34,767.11","34,509.95","298.57M","-0.20%"
"14/09/2023","34,907.11","34,687.50","34,977.97","34,687.50","308.30M","0.96%"
"15/09/2023","34,618.24","34,902.04","34,902.04","34,572.27","592.24M","-0.83%"
"18/09/2023","34,624.30","34,612.29","34,725.06","34,545.35","257.31M","0.02%"
"19/09/2023","34,517.73","34,571.84","34,597.56","34,311.69","287.53M","-0.31%"
"20/09/2023","34,440.88","34,575.50","34,776.28","34,434.29","294.11M","-0.22%"
"21/09/2023","34,070.42","34,332.23","34,378.30","34,058.72","334.33M","-1.08%"
"22/09/2023","33,963.84","34,077.08","34,156.15","33,947.24","271.27M","-0.31%"
"25/09/2023","34,006.88","33,907.59","34,017.53","33,780.67","230.07M","0.13%"
"26/09/2023","33,618.88","33,862.68","33,879.93","33,569.60","282.20M","-1.14%"
"27/09/2023","33,550.27","33,682.81","33,731.65","33,306.30","302.72M","-0.20%"
"28/09/2023","33,666.34","33,519.44","33,777.90","33,473.50","278.93M","0.35%"
"29/09/2023","33,507.50","33,882.61","33,893.68","33,407.45","322.20M","-0.47%"
"02/10/2023","33,433.35","33,455.50","33,511.91","33,219.56","275.63M","-0.22%"
"03/10/2023","33,002.38","33,318.84","33,398.54","32,916.20","295.14M","-1.29%"
"04/10/2023","33,129.55","33,034.18","33,156.45","32,873.23","288.69M","0.39%"
"05/10/2023","33,119.57","33,099.23","33,174.38","32,941.56","278.48M","-0.03%"
"06/10/2023","33,407.58","33,040.70","33,557.69","32,846.94","336.61M","0.87%"
"09/10/2023","33,604.65","33,259.84","33,631.81","33,253.69","229.80M","0.59%"
"10/10/2023","33,739.30","33,683.41","33,898.22","33,604.32","255.65M","0.40%"
"11/10/2023","33,804.87","33,822.20","33,882.55","33,612.25","256.56M","0.19%"
"12/10/2023","33,631.14","33,845.65","33,863.80","33,455.60","290.36M","-0.51%"
"13/10/2023","33,670.29","33,733.34","33,957.72","33,551.58","306.34M","0.12%"
"16/10/2023","33,984.54","33,832.42","34,088.98","33,832.42","272.99M","0.93%"
"17/10/2023","33,997.65","33,869.84","34,147.63","33,854.70","281.01M","0.04%"
"18/10/2023","33,665.08","33,960.25","33,991.51","33,598.64","286.70M","-0.98%"
"19/10/2023","33,414.17","33,669.52","33,852.39","33,368.58","307.06M","-0.75%"
"20/10/2023","33,127.28","33,365.27","33,425.77","33,118.12","330.15M","-0.86%"
"23/10/2023","32,936.41","32,993.02","33,234.85","32,892.19","345.44M","-0.58%"
"24/10/2023","33,141.38","33,089.64","33,272.19","32,988.43","359.23M","0.62%"
"25/10/2023","33,035.93","33,203.53","33,267.91","32,989.72","355.69M","-0.32%"
"26/10/2023","32,784.30","33,017.17","33,105.03","32,743.99","379.88M","-0.76%"
"27/10/2023","32,417.59","32,782.40","32,787.56","32,327.20","376.98M","-1.12%"
"30/10/2023","32,928.96","32,537.54","33,002.97","32,537.54","300.24M","1.58%"
"31/10/2023","33,052.87","33,029.11","33,070.28","32,787.12","310.02M","0.38%"
"01/11/2023","33,274.58","33,081.87","33,337.15","33,010.85","307.57M","0.67%"
"02/11/2023","33,839.08","33,457.82","33,852.96","33,450.03","311.13M","1.70%"
"03/11/2023","34,061.32","33,988.83","34,163.63","33,946.60","311.00M","0.66%"
"06/11/2023","34,095.86","34,092.61","34,167.26","33,989.72","267.35M","0.10%"
"07/11/2023","34,152.60","34,075.65","34,206.98","34,026.72","285.18M","0.17%"
"08/11/2023","34,112.27","34,185.92","34,252.75","33,996.20","280.33M","-0.12%"
"09/11/2023","33,891.94","34,163.71","34,167.54","33,859.77","332.64M","-0.65%"
"10/11/2023","34,283.10","34,020.82","34,310.36","33,905.62","302.47M","1.15%"
"13/11/2023","34,337.87","34,259.25","34,405.84","34,205.81","248.50M","0.16%"
"14/11/2023","34,827.70","34,581.20","34,931.01","34,581.20","331.24M","1.43%"
"15/11/2023","34,991.21","34,906.72","35,051.10","34,868.48","347.80M","0.47%"
"16/11/2023","34,945.47","34,868.03","35,022.46","34,818.03","436.84M","-0.13%"
"17/11/2023","34,947.28","34,964.82","35,028.22","34,882.82","343.39M","0.01%"
"20/11/2023","35,151.04","34,932.49","35,227.48","34,907.98","339.64M","0.58%"
"21/11/2023","35,088.29","35,104.84","35,118.04","35,038.44","271.12M","-0.18%"
"22/11/2023","35,273.03","35,189.33","35,315.20","35,155.80","237.30M","0.53%"
"24/11/2023","35,390.15","35,299.90","35,399.44","35,299.90","117.04M","0.33%"
"27/11/2023","35,333.47","35,376.44","35,410.37","35,280.57","258.35M","-0.16%"
"28/11/2023","35,416.98","35,332.13","35,518.67","35,307.73","263.10M","0.24%"
"29/11/2023","35,430.42","35,436.80","35,579.13","35,405.89","299.34M","0.04%"
"30/11/2023","35,950.89","35,596.57","35,970.70","35,592.22","435.55M","1.47%"
"01/12/2023","36,245.50","35,914.45","36,264.85","35,914.45","321.84M","0.82%"
"04/12/2023","36,204.44","36,089.38","36,238.18","36,029.69","330.58M","-0.11%"
"05/12/2023","36,124.56","36,135.65","36,164.68","36,010.85","311.22M","-0.22%"
"06/12/2023","36,054.43","36,183.73","36,292.58","36,024.25","283.24M","-0.19%"
"07/12/2023","36,117.38","36,124.17","36,164.17","36,021.95","290.17M","0.17%"
"08/12/2023","36,247.87","36,084.82","36,296.20","36,061.64","295.19M","0.36%"
"11/12/2023","36,404.93","36,254.33","36,416.18","36,231.19","342.49M","0.43%"
"12/12/2023","36,577.94","36,442.10","36,596.11","36,373.22","292.77M","0.48%"
"13/12/2023","37,090.24","36,601.80","37,094.85","36,523.59","359.63M","1.40%"
"14/12/2023","37,248.35","37,115.63","37,287.50","37,051.52","458.10M","0.43%"
"15/12/2023","37,305.16","37,194.50","37,347.60","37,092.02","788.16M","0.15%"
"18/12/2023","37,306.02","37,330.14","37,393.45","37,284.85","296.07M","0.00%"
"19/12/2023","37,557.92","37,311.82","37,562.83","37,311.82","277.63M","0.68%"
"20/12/2023","37,082.00","37,520.13","37,641.30","37,073.04","303.46M","-1.27%"
"21/12/2023","37,404.35","37,225.32","37,418.76","37,127.05","258.30M","0.87%"
"22/12/2023","37,385.97","37,349.27","37,534.52","37,268.88","254.55M","-0.05%"
"26/12/2023","37,545.33","37,405.90","37,617.99","37,371.83","215.08M","0.43%"
"27/12/2023","37,656.52","37,518.62","37,683.70","37,488.60","248.25M","0.30%"
"28/12/2023","37,710.10","37,661.52","37,778.85","37,650.98","201.87M","0.14%"
"29/12/2023","37,689.54","37,701.63","37,759.43","37,538.80","236.60M","-0.05%"
"02/01/2024","37,715.04","37,566.22","37,790.08","37,495.91","350.29M","0.07%"
"03/01/2024","37,430.19","37,629.23","37,629.23","37,401.85","329.14M","-0.76%"
"04/01/2024","37,440.34","37,425.28","37,716.41","37,425.28","380.22M","0.03%"
"05/01/2024","37,466.11","37,455.46","37,623.62","37,323.82","299.49M","0.07%"
"08/01/2024","37,683.01","37,327.37","37,692.92","37,249.24","362.20M","0.58%"
"09/01/2024","37,525.16","37,523.55","37,552.38","37,373.30","293.23M","-0.42%"
"10/01/2024","37,695.73","37,552.91","37,740.77","37,524.40","279.54M","0.45%"
"11/01/2024","37,711.02","37,747.14","37,801.90","37,424.28","305.80M","0.04%"
"12/01/2024","37,592.98","37,818.05","37,825.27","37,470.19","279.26M","-0.31%"
"16/01/2024","37,361.12","37,493.54","37,543.18","37,201.39","379.98M","-0.62%"
"17/01/2024","37,266.67","37,281.86","37,371.66","37,132.89","290.88M","-0.25%"
"18/01/2024","37,468.61","37,300.81","37,522.29","37,122.95","340.63M","0.54%"
"19/01/2024","37,863.80","37,572.50","37,933.73","37,451.71","380.30M","1.05%"
"22/01/2024","38,001.81","37,919.55","38,109.20","37,911.61","342.50M","0.36%"
"23/01/2024","37,905.45","37,959.79","37,980.73","37,804.99","337.32M","-0.25%"
"24/01/2024","37,806.39","37,975.37","38,064.22","37,795.71","339.42M","-0.26%"
"25/01/2024","38,049.13","37,862.57","38,057.53","37,796.47","402.98M","0.64%"
"26/01/2024","38,109.43","38,006.68","38,215.31","37,997.77","388.69M","0.16%"
"29/01/2024","38,333.45","38,115.83","38,343.93","38,061.17","314.95M","0.59%"
"30/01/2024","38,467.31","38,298.23","38,497.39","38,257.80","332.93M","0.35%"
"31/01/2024","38,150.30","38,426.78","38,588.86","38,139.66","456.22M","-0.82%"
"01/02/2024","38,519.84","38,175.34","38,522.50","38,106.84","330.89M","0.97%"
"02/02/2024","38,654.42","38,448.10","38,783.62","38,336.57","384.22M","0.35%"
"05/02/2024","38,380.12","38,546.77","38,633.88","38,220.40","324.32M","-0.71%"
"06/02/2024","38,521.36","38,392.90","38,545.28","38,350.46","278.50M","0.37%"
"07/02/2024","38,677.36","38,613.89","38,748.11","38,571.01","305.19M","0.40%"
"08/02/2024","38,726.33","38,702.11","38,755.68","38,544.36","317.40M","0.13%"
"09/02/2024","38,671.69","38,731.97","38,734.28","38,567.90","302.40M","-0.14%"
"12/02/2024","38,797.38","38,656.76","38,927.08","38,628.92","276.83M","0.33%"
"13/02/2024","38,272.75","38,699.17","38,699.17","38,039.86","322.66M","-1.35%"
"14/02/2024","38,424.27","38,372.67","38,442.56","38,194.62","283.06M","0.40%"
"15/02/2024","38,773.12","38,397.94","38,781.89","38,397.94","310.71M","0.91%"
"16/02/2024","38,627.99","38,751.71","38,825.03","38,583.24","282.22M","-0.37%"
"20/02/2024","38,563.80","38,576.26","38,663.09","38,460.20","340.37M","-0.17%"
"21/02/2024","38,612.24","38,483.66","38,618.03","38,338.58","284.37M","0.13%"
"22/02/2024","39,069.11","38,845.19","39,149.61","38,802.07","330.54M","1.18%"
"23/02/2024","39,131.53","39,127.97","39,282.28","39,094.36","292.06M","0.16%"
"26/02/2024","39,069.23","39,144.79","39,245.89","39,025.80","296.93M","-0.16%"
"27/02/2024","38,972.41","39,087.90","39,087.90","38,881.90","274.82M","-0.25%"
"28/02/2024","38,949.02","38,938.08","38,956.46","38,741.68","272.56M","-0.06%"
"29/02/2024","38,996.39","39,013.75","39,074.13","38,809.28","521.77M","0.12%"
"01/03/2024","39,087.38","38,989.51","39,120.36","38,850.50","331.03M","0.23%"
"04/03/2024","38,989.83","38,968.77","39,087.86","38,913.30","394.51M","-0.25%"
"05/03/2024","38,585.19","38,906.98","38,906.98","38,457.83","404.14M","-1.04%"
"06/03/2024","38,661.05","38,721.15","38,858.13","38,570.80","355.52M","0.20%"
"07/03/2024","38,791.35","38,784.30","38,910.35","38,730.13","343.26M","0.34%"
"08/03/2024","38,722.69","38,776.80","38,971.15","38,705.03","351.12M","-0.18%"
"11/03/2024","38,769.66","38,667.21","38,794.76","38,483.25","303.96M","0.12%"
"12/03/2024","39,005.49","38,883.32","39,071.56","38,711.39","334.75M","0.61%"
"13/03/2024","39,043.32","39,054.58","39,201.94","38,937.92","333.20M","0.10%"
"14/03/2024","38,905.66","39,122.39","39,160.25","38,704.36","378.50M","-0.35%"
"15/03/2024","38,714.77","38,809.65","38,928.13","38,618.20","783.32M","-0.49%"
"18/03/2024","38,790.43","38,826.93","38,898.41","38,760.79","331.62M","0.20%"
"19/03/2024","39,110.76","38,819.61","39,122.71","38,761.28","314.35M","0.83%"
"20/03/2024","39,512.13","39,072.05","39,529.13","38,988.65","350.05M","1.03%"
"21/03/2024","39,781.37","39,661.03","39,889.05","39,589.23","408.99M","0.68%"
"22/03/2024","39,475.90","39,774.06","39,824.76","39,469.53","337.23M","-0.77%"
"25/03/2024","39,313.64","39,410.54","39,430.17","39,296.03","326.97M","-0.41%"
"26/03/2024","39,282.33","39,338.32","39,439.44","39,277.19","312.20M","-0.08%"
"27/03/2024","39,760.08","39,461.98","39,769.41","39,461.98","337.34M","1.22%"
"28/03/2024","39,807.37","39,763.74","39,868.59","39,717.25","367.24M","0.12%"
"01/04/2024","39,566.85","39,807.93","39,815.00","39,491.22","279.11M","-0.60%"
"02/04/2024","39,170.24","39,256.27","39,256.27","39,051.70","325.61M","-1.00%"
"03/04/2024","39,127.14","39,139.59","39,305.76","39,017.13","372.22M","-0.11%"
"04/04/2024","38,596.98","39,343.60","39,421.35","38,559.42","359.29M","-1.35%"
"05/04/2024","38,904.04","38,664.98","39,040.17","38,602.18","322.02M","0.80%"
"08/04/2024","38,892.80","38,916.42","39,013.20","38,857.70","295.06M","-0.03%"
"09/04/2024","38,883.67","38,983.66","38,992.89","38,572.09","330.76M","-0.02%"
"10/04/2024","38,461.51","38,662.28","38,662.28","38,304.66","320.96M","-1.09%"
"11/04/2024","38,459.08","38,523.26","38,598.98","38,197.28","356.64M","-0.01%"
"12/04/2024","37,983.24","38,319.14","38,319.14","37,877.30","444.25M","-1.24%"
"15/04/2024","37,735.11","38,075.38","38,386.81","37,657.79","391.71M","-0.65%"
"16/04/2024","37,798.97","37,992.22","37,992.22","37,713.70","341.96M","0.17%"
"17/04/2024","37,753.31","37,949.67","38,036.70","37,611.56","318.71M","-0.12%"
"18/04/2024","37,775.38","37,847.21","38,083.76","37,681.52","305.52M","0.06%"
"19/04/2024","37,986.40","37,801.98","38,102.57","37,781.61","426.21M","0.56%"
"22/04/2024","38,239.98","38,116.89","38,447.16","37,985.07","360.16M","0.67%"
"23/04/2024","38,503.69","38,356.07","38,561.50","38,297.72","329.42M","0.69%"
"24/04/2024","38,460.92","38,552.79","38,552.79","38,310.55","342.89M","-0.11%"
"25/04/2024","38,085.80","38,052.09","38,157.22","37,754.38","417.16M","-0.98%"
"26/04/2024","38,239.66","38,114.70","38,337.64","38,065.05","401.46M","0.40%"
"29/04/2024","38,386.09","38,282.16","38,406.20","38,215.47","345.68M","0.38%"
"30/04/2024","37,815.92","38,337.40","38,337.40","37,810.12","460.10M","-1.49%"
"01/05/2024","37,903.29","37,845.56","38,349.20","37,780.54","417.32M","0.23%"
"02/05/2024","38,225.66","38,075.65","38,295.29","37,895.66","384.74M","0.85%"
"03/05/2024","38,675.68","38,709.36","38,808.52","38,518.28","416.04M","1.18%"
"06/05/2024","38,852.27","38,762.43","38,886.47","38,689.38","319.43M","0.46%"
"07/05/2024","38,884.26","38,858.94","38,977.61","38,840.40","366.81M","0.08%"
"08/05/2024","39,056.39","38,818.90","39,094.74","38,814.99","292.35M","0.44%"
"09/05/2024","39,387.76","39,064.27","39,413.66","38,988.85","307.17M","0.85%"
"10/05/2024","39,512.84","39,466.52","39,579.88","39,406.26","291.49M","0.32%"
"13/05/2024","39,431.51","39,591.28","39,647.39","39,403.05","325.23M","-0.21%"
"14/05/2024","39,558.11","39,466.76","39,616.41","39,371.92","326.25M","0.32%"
"15/05/2024","39,908.00","39,615.10","39,935.04","39,615.10","424.32M","0.88%"
"16/05/2024","39,869.38","39,912.34","40,051.05","39,864.68","404.94M","-0.10%"
"17/05/2024","40,003.59","39,911.72","40,010.88","39,858.86","305.08M","0.34%"
"20/05/2024","39,806.77","39,989.76","40,077.40","39,787.09","275.31M","-0.49%"
"21/05/2024","39,872.99","39,804.40","39,905.80","39,778.73","318.22M","0.17%"
"22/05/2024","39,671.04","39,863.33","39,890.91","39,559.09","260.94M","-0.51%"
"23/05/2024","39,065.26","39,694.95","39,694.95","39,025.51","338.76M","-1.53%"
"24/05/2024","39,069.59","39,089.23","39,220.31","39,020.29","254.83M","0.01%"
"28/05/2024","38,852.86","39,028.99","39,028.99","38,706.14","306.72M","-0.55%"
"29/05/2024","38,441.54","38,716.28","38,716.28","38,413.67","294.72M","-1.06%"
"30/05/2024","38,111.48","38,368.35","38,493.60","38,000.96","365.27M","-0.86%"
"31/05/2024","38,686.32","38,140.26","38,719.43","38,092.27","624.93M","1.51%"
"03/06/2024","38,571.03","38,709.99","38,735.61","38,247.22","320.21M","-0.30%"
"04/06/2024","38,711.29","38,518.86","38,786.62","38,397.82","312.99M","0.36%"
"05/06/2024","38,807.33","38,774.82","38,844.32","38,548.77","315.04M","0.25%"
"06/06/2024","38,886.17","38,825.40","39,004.16","38,735.99","270.19M","0.20%"
"07/06/2024","38,798.99","38,861.24","39,105.23","38,751.85","272.34M","-0.22%"
"10/06/2024","38,868.04","38,784.90","38,877.86","38,665.45","336.86M","0.18%"
"11/06/2024","38,747.42","38,795.71","38,795.71","38,446.24","388.66M","-0.31%"
"12/06/2024","38,712.21","38,950.65","39,120.26","38,621.45","477.29M","-0.09%"
"13/06/2024","38,647.10","38,677.12","38,712.21","38,407.70","343.99M","-0.17%"
"14/06/2024","38,589.16","38,528.39","38,595.24","38,305.85","275.11M","-0.15%"
"17/06/2024","38,778.10","38,565.18","38,839.88","38,431.95","351.11M","0.49%"
"18/06/2024","38,834.86","38,779.12","38,936.93","38,727.67","327.60M","0.15%"
"20/06/2024","39,134.76","38,804.73","39,232.50","38,778.46","404.72M","0.77%"
"21/06/2024","39,150.33","39,208.51","39,257.18","39,061.67","838.54M","0.04%"
"24/06/2024","39,411.21","39,184.49","39,571.23","39,184.49","387.00M","0.67%"
"25/06/2024","39,112.16","39,398.79","39,423.26","38,997.23","344.64M","-0.76%"
"26/06/2024","39,127.80","39,063.15","39,183.74","38,908.99","340.84M","0.04%"
"27/06/2024","39,164.06","39,107.10","39,250.69","39,026.75","352.60M","0.09%"
"28/06/2024","39,118.86","39,092.39","39,443.60","38,937.15","688.50M","-0.12%"
"01/07/2024","39,169.52","39,186.20","39,438.36","39,037.94","353.38M","0.13%"
"02/07/2024","39,331.85","39,108.25","39,340.49","39,085.69","325.02M","0.41%"
"03/07/2024","39,308.00","39,358.95","39,411.17","39,230.86","202.07M","-0.06%"
"05/07/2024","39,375.87","39,313.40","39,399.62","39,168.70","331.49M","0.17%"
"08/07/2024","39,344.79","39,391.98","39,654.96","39,278.43","364.05M","-0.08%"
"09/07/2024","39,291.97","39,357.37","39,492.28","39,146.60","365.56M","-0.13%"
"10/07/2024","39,721.36","39,272.45","39,736.20","39,256.72","336.92M","1.09%"
"11/07/2024","39,753.75","39,695.18","39,875.60","39,623.12","363.85M","0.08%"
"12/07/2024","40,000.90","39,783.28","40,257.24","39,783.28","329.07M","0.62%"
"15/07/2024","40,211.72","40,138.40","40,351.10","40,136.10","322.33M","0.53%"
"16/07/2024","40,954.48","40,263.78","40,988.81","40,263.78","313.52M","1.85%"
"17/07/2024","41,198.08","40,862.57","41,221.98","40,849.71","438.86M","0.59%"
"18/07/2024","40,665.02","41,156.56","41,376.00","40,597.50","398.28M","-1.29%"
"19/07/2024","40,287.53","40,592.35","40,626.16","40,203.27","354.44M","-0.93%"
"22/07/2024","40,415.44","40,414.49","40,472.53","40,222.77","358.56M","0.32%"
"23/07/2024","40,358.09","40,443.73","40,527.89","40,319.70","296.80M","-0.14%"
"24/07/2024","39,853.87","40,210.63","40,258.44","39,807.45","400.90M","-1.25%"
"25/07/2024","39,935.07","39,828.63","40,438.82","39,817.50","382.49M","0.20%"
"26/07/2024","40,589.34","40,140.86","40,753.83","40,140.86","334.46M","1.64%"
"29/07/2024","40,539.93","40,665.71","40,682.49","40,388.83","277.55M","-0.12%"
"30/07/2024","40,743.33","40,622.13","40,866.25","40,529.10","358.45M","0.50%"
"31/07/2024","40,842.79","40,768.88","41,198.63","40,655.89","420.10M","0.24%"
"01/08/2024","40,347.97","40,916.96","41,096.66","40,098.57","472.04M","-1.21%"
"02/08/2024","39,737.26","40,075.33","40,075.33","39,358.68","841.97M","-1.51%"
"05/08/2024","38,703.27","39,056.19","39,056.19","38,499.27","661.28M","-2.60%"
"06/08/2024","38,997.66","38,736.22","39,449.53","38,638.30","475.42M","0.76%"
"07/08/2024","38,763.45","39,230.09","39,477.96","38,731.51","428.25M","-0.60%"
"08/08/2024","39,446.49","38,940.38","39,508.40","38,922.79","376.44M","1.76%"
"09/08/2024","39,497.54","39,408.06","39,628.66","39,230.43","316.32M","0.13%"
"12/08/2024","39,357.01","39,556.01","39,587.06","39,251.72","312.38M","-0.36%"
"13/08/2024","39,765.64","39,445.27","39,792.80","39,392.41","365.56M","1.04%"
"14/08/2024","40,008.39","39,800.59","40,068.75","39,737.20","317.80M","0.61%"
"15/08/2024","40,563.06","40,295.74","40,590.51","40,295.74","446.86M","1.39%"
"16/08/2024","40,659.76","40,528.86","40,726.03","40,453.58","323.22M","0.24%"
"19/08/2024","40,896.53","40,670.83","40,907.32","40,670.83","288.19M","0.58%"
"20/08/2024","40,834.97","40,874.52","40,909.38","40,756.65","299.38M","-0.15%"
"21/08/2024","40,890.49","40,881.03","40,974.40","40,738.43","281.46M","0.14%"
"22/08/2024","40,712.78","40,932.23","41,026.64","40,584.47","310.48M","-0.43%"
"23/08/2024","41,175.08","40,879.12","41,207.92","40,842.96","300.09M","1.14%"
"26/08/2024","41,240.52","41,200.84","41,420.05","41,140.23","249.31M","0.16%"
"27/08/2024","41,250.50","41,186.28","41,271.75","41,109.42","256.16M","0.02%"
"28/08/2024","41,091.42","41,250.17","41,351.11","40,842.29","272.18M","-0.39%"
"29/08/2024","41,335.05","41,345.50","41,577.97","41,086.81","309.83M","0.59%"
"30/08/2024","41,563.08","41,366.16","41,585.21","41,145.85","494.90M","0.55%"
"03/09/2024","40,936.93","41,489.67","41,489.67","40,778.09","420.53M","-1.51%"
"04/09/2024","40,974.97","40,872.06","41,172.59","40,840.89","359.39M","0.09%"
"05/09/2024","40,755.75","41,056.33","41,084.78","40,519.08","331.26M","-0.54%"
"06/09/2024","40,345.41","40,756.81","41,009.39","40,297.33","370.44M","-1.01%"
"09/09/2024","40,829.59","40,555.11","41,000.24","40,518.06","376.72M","1.20%"
"10/09/2024","40,736.96","40,916.50","40,916.50","40,417.48","360.96M","-0.23%"
"11/09/2024","40,861.71","40,638.76","40,903.68","39,993.07","356.05M","0.31%"
"12/09/2024","41,096.77","40,862.11","41,107.35","40,665.53","289.30M","0.58%"
"13/09/2024","41,393.78","41,153.70","41,533.84","41,128.70","276.81M","0.72%"
"16/09/2024","41,622.08","41,435.17","41,733.97","41,435.17","408.68M","0.55%"
"17/09/2024","41,606.18","41,723.78","41,835.28","41,470.69","448.62M","-0.04%"
"18/09/2024","41,503.10","41,628.91","41,981.97","41,449.00","383.60M","-0.25%"
"19/09/2024","42,025.19","41,972.56","42,160.91","41,832.09","436.23M","1.26%"
"20/09/2024","42,063.36","41,959.43","42,138.41","41,865.95","1.22B","0.09%"
"23/09/2024","42,124.65","42,060.40","42,190.05","42,012.22","455.20M","0.15%"
"24/09/2024","42,208.22","42,234.99","42,281.06","42,056.82","401.02M","0.20%"
"25/09/2024","41,914.75","42,236.09","42,299.64","41,859.73","385.16M","-0.70%"
"26/09/2024","42,175.11","42,113.42","42,224.15","42,036.28","361.21M","0.62%"
"27/09/2024","42,313.00","42,227.95","42,628.32","42,227.95","329.85M","0.33%"
"30/09/2024","42,330.15","42,289.75","42,347.66","41,929.07","354.43M","0.04%"
"01/10/2024","42,156.97","42,262.97","42,322.36","41,945.63","380.24M","-0.41%"
"02/10/2024","42,196.52","42,125.14","42,259.52","41,968.79","301.77M","0.09%"
"03/10/2024","42,011.59","42,099.53","42,125.84","41,847.81","267.27M","-0.44%"
"04/10/2024","42,352.75","42,248.26","42,361.38","41,972.11","296.55M","0.81%"
"07/10/2024","41,954.24","42,289.51","42,293.64","41,831.74","307.24M","-0.94%"
"08/10/2024","42,080.37","42,022.65","42,128.56","41,874.72","286.52M","0.30%"
"09/10/2024","42,512.00","42,070.32","42,562.01","41,993.35","267.41M","1.03%"
"10/10/2024","42,454.12","42,511.37","42,511.37","42,308.04","245.58M","-0.14%"
"11/10/2024","42,863.86","42,507.53","42,899.75","42,507.53","265.34M","0.97%"
"14/10/2024","43,065.22","42,800.89","43,139.00","42,707.14","240.06M","0.47%"
"15/10/2024","42,740.42","43,240.17","43,277.78","42,703.17","360.88M","-0.75%"
"16/10/2024","43,077.70","42,706.49","43,100.84","42,692.37","297.51M","0.79%"
"17/10/2024","43,239.05","43,119.81","43,289.76","43,119.81","276.01M","0.37%"
"18/10/2024","43,275.91","43,187.12","43,325.09","43,036.35","295.51M","0.09%"
"21/10/2024","42,931.60","43,222.21","43,310.87","42,877.57","273.60M","-0.80%"
"22/10/2024","42,924.89","42,876.84","43,041.05","42,718.26","335.20M","-0.02%"
"23/10/2024","42,514.95","42,834.40","42,834.40","42,293.17","356.62M","-0.96%"
"24/10/2024","42,374.36","42,522.55","42,522.55","42,191.83","282.68M","-0.33%"
"25/10/2024","42,114.40","42,477.51","42,594.64","42,051.39","314.00M","-0.61%"
"28/10/2024","42,387.57","42,264.54","42,476.46","42,264.54","284.78M","0.65%"
"29/10/2024","42,233.05","42,323.48","42,491.86","42,171.65","373.55M","-0.36%"
"30/10/2024","42,141.54","42,249.81","42,457.92","42,141.54","377.43M","-0.22%"
"31/10/2024","41,763.46","41,956.34","41,991.91","41,704.63","523.87M","-0.90%"
"01/11/2024","42,052.19","41,869.82","42,326.31","41,869.82","531.36M","0.69%"
"04/11/2024","41,794.60","42,004.66","42,035.87","41,647.30","341.51M","-0.61%"
"05/11/2024","42,221.88","41,835.49","42,258.84","41,766.96","284.00M","1.02%"
"06/11/2024","43,729.93","42,850.40","43,778.78","42,850.40","555.81M","3.57%"
"07/11/2024","43,729.34","43,718.92","43,823.10","43,641.92","437.52M","0.00%"
"08/11/2024","43,988.99","43,768.53","44,157.29","43,733.86","454.58M","0.59%"
"11/11/2024","44,293.13","44,057.65","44,486.70","44,057.65","451.95M","0.69%"
"12/11/2024","43,910.98","44,359.21","44,405.73","43,887.27","482.72M","-0.86%"
"13/11/2024","43,958.19","43,880.46","44,141.33","43,829.98","518.84M","0.11%"
"14/11/2024","43,750.86","44,032.38","44,080.78","43,704.82","545.09M","-0.47%"
"15/11/2024","43,444.99","43,587.93","43,647.53","43,350.43","664.32M","-0.70%"
"18/11/2024","43,389.60","43,431.89","43,505.66","43,297.57","527.18M","-0.13%"
"19/11/2024","43,268.94","43,243.27","43,380.97","42,938.87","497.97M","-0.28%"
"20/11/2024","43,408.47","43,296.05","43,465.77","43,074.86","559.01M","0.32%"
"21/11/2024","43,870.35","43,538.70","44,020.31","43,345.58","712.12M","1.06%"
"22/11/2024","44,296.51","43,871.63","44,323.95","43,871.63","533.02M","0.97%"
"25/11/2024","44,736.57","44,385.49","44,815.67","44,385.49","826.66M","0.99%"
"26/11/2024","44,860.31","44,614.89","44,903.01","44,426.66","476.17M","0.28%"
"27/11/2024","44,722.06","44,837.75","45,003.06","44,690.23","451.36M","-0.31%"
"29/11/2024","44,910.65","44,760.05","45,071.29","44,760.05","319.22M","0.42%"
"02/12/2024","44,782.00","44,925.86","45,001.66","44,710.16","444.99M","-0.29%"
"03/12/2024","44,705.53","44,769.58","44,914.68","44,574.78","429.14M","-0.17%"
"04/12/2024","45,014.04","44,941.05","45,073.63","44,799.74","554.43M","0.69%"
"05/12/2024","44,765.71","45,038.44","45,059.94","44,747.14","457.34M","-0.55%"
"06/12/2024","44,642.52","44,824.29","44,923.74","44,596.46","466.92M","-0.28%"
"09/12/2024","44,401.93","44,637.97","44,728.51","44,382.83","503.92M","-0.54%"
"10/12/2024","44,247.83","44,291.57","44,470.84","44,186.66","482.66M","-0.35%"
"11/12/2024","44,148.56","44,300.41","44,376.18","44,135.74","512.66M","-0.22%"
"12/12/2024","43,914.12","44,168.66","44,208.60","43,903.27","396.06M","-0.53%"
"13/12/2024","43,828.06","43,929.15","44,054.23","43,790.48","455.38M","-0.20%"
