"Date","Price","Open","High","Low","Vol.","Change %"
"13/01/2025","3,137.73","3,267.52","3,337.90","2,943.61","952.50K","-3.97%"
"14/01/2025","3,224.06","3,137.77","3,254.32","3,127.34","413.87K","2.75%"
"15/01/2025","3,450.79","3,224.16","3,469.81","3,187.66","527.11K","7.03%"
"16/01/2025","3,307.00","3,450.79","3,459.88","3,267.48","536.74K","-4.17%"
"17/01/2025","3,472.84","3,307.10","3,524.96","3,307.10","574.06K","5.01%"
"18/01/2025","3,308.74","3,472.84","3,493.38","3,233.53","677.72K","-4.73%"
"19/01/2025","3,216.74","3,308.73","3,445.65","3,133.37","1.44M","-2.78%"
"20/01/2025","3,282.68","3,216.67","3,449.78","3,150.35","1.26M","2.05%"
"21/01/2025","3,328.30","3,282.74","3,364.90","3,204.77","597.36K","1.39%"
"22/01/2025","3,242.60","3,327.55","3,365.53","3,223.17","373.50K","-2.57%"
"23/01/2025","3,338.37","3,242.60","3,344.36","3,189.50","672.00K","2.95%"
"24/01/2025","3,311.05","3,338.42","3,423.71","3,276.30","497.87K","-0.82%"
"25/01/2025","3,318.14","3,311.05","3,350.22","3,272.14","225.91K","0.21%"
"26/01/2025","3,234.18","3,318.14","3,359.15","3,234.07","288.83K","-2.53%"
"27/01/2025","3,179.47","3,234.11","3,253.00","3,030.68","819.62K","-1.69%"
"28/01/2025","3,077.83","3,182.86","3,222.96","3,041.05","386.37K","-3.20%"
"29/01/2025","3,113.26","3,077.78","3,171.08","3,055.53","449.52K","1.15%"
"30/01/2025","3,247.22","3,113.26","3,281.91","3,093.23","386.53K","4.30%"
"31/01/2025","3,298.69","3,247.22","3,434.27","3,214.07","700.31K","1.59%"
"01/02/2025","3,119.13","3,298.69","3,331.28","3,102.98","377.66K","-5.44%"
"02/02/2025","2,869.75","3,116.44","3,163.03","2,788.75","1.17M","-8.00%"
"03/02/2025","2,881.90","2,869.72","2,904.34","2,261.27","3.00M","0.42%"
"04/02/2025","2,731.76","2,881.91","2,884.91","2,636.03","1.33M","-5.21%"
"05/02/2025","2,785.62","2,731.76","2,822.55","2,702.34","731.42K","1.97%"
"06/02/2025","2,688.28","2,785.69","2,854.27","2,666.71","772.85K","-3.49%"
"07/02/2025","2,622.81","2,688.28","2,797.10","2,564.79","745.29K","-2.44%"
"08/02/2025","2,631.56","2,622.81","2,666.86","2,590.08","403.82K","0.33%"
"09/02/2025","2,628.27","2,631.61","2,681.93","2,534.86","423.07K","-0.12%"
"10/02/2025","2,661.00","2,628.27","2,691.62","2,563.27","425.46K","1.24%"
"11/02/2025","2,603.11","2,661.00","2,724.50","2,579.93","521.35K","-2.18%"
"12/02/2025","2,735.91","2,603.11","2,789.88","2,553.50","689.45K","5.10%"
"13/02/2025","2,675.30","2,737.86","2,756.21","2,617.39","496.62K","-2.22%"
"14/02/2025","2,725.51","2,675.33","2,789.23","2,665.51","466.76K","1.88%"
"15/02/2025","2,693.40","2,725.51","2,738.17","2,675.51","216.63K","-1.18%"
"16/02/2025","2,662.80","2,693.04","2,724.22","2,656.73","207.06K","-1.14%"
"17/02/2025","2,743.47","2,662.78","2,845.96","2,647.51","696.20K","3.03%"
"18/02/2025","2,671.36","2,743.55","2,754.43","2,610.47","648.95K","-2.63%"
"19/02/2025","2,716.16","2,671.36","2,735.99","2,657.15","362.40K","1.68%"
"20/02/2025","2,738.03","2,716.16","2,767.27","2,707.50","372.95K","0.81%"
"21/02/2025","2,662.35","2,738.05","2,841.56","2,619.06","974.36K","-2.76%"
"22/02/2025","2,763.23","2,662.35","2,795.29","2,654.73","485.01K","3.79%"
"23/02/2025","2,819.69","2,763.23","2,837.98","2,745.96","655.96K","2.04%"
"24/02/2025","2,510.94","2,819.69","2,838.22","2,493.73","959.09K","-10.95%"
"25/02/2025","2,496.06","2,511.04","2,533.18","2,339.46","1.44M","-0.59%"
"26/02/2025","2,337.98","2,496.06","2,507.13","2,258.60","933.33K","-6.33%"
"27/02/2025","2,294.03","2,337.98","2,379.59","2,279.21","773.52K","-1.88%"
